ligne;code_trace;code_ligne;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;pmr;code_tri_ligne;nom_version;last_update;gid
3;3-6;3A;Porte de Lyon - Gorge de Loup;Retour;11147;10513;Porte de Lyon;Gorge de Loup;BUS;20180101;;True;3;18 septembre 2024;2024-09-18 13:33:38+02:00;417
40;40-2;40A;Neuville - Bellecour Le Viste;Retour;11014;10080;Neuville;Bellecour Le Viste;BUS;20180101;;True;40;18 septembre 2024;2024-09-18 13:33:38+02:00;496
43;43-4;43A;Gare de Vaise - St Romain Centre;Aller;10487;32561;Gare de Vaise-G.Collomb;St Romain Centre;BUS;20180101;;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;497
43;43-6;43A;St Romain Centre - Gare de Vaise;Retour;32561;10487;St Romain Centre;Gare de Vaise-G.Collomb;BUS;20180101;;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;500
27;27-3;27A;Vieux Lyon - Villeurbanne Centre;Aller;20167;33593;Vieux Lyon;Villeurbanne Centre;BUS;20240801;;True;27;18 septembre 2024;2024-09-18 13:33:38+02:00;853
46;46-1;46A;Perrache - Boyer;Aller;30977;10116;Perrache;Boyer;BUS;20180101;;True;46;18 septembre 2024;2024-09-18 13:33:38+02:00;505
46;46-2;46A;Boyer - Perrache;Retour;10116;30977;Boyer;Perrache;BUS;20180101;;True;46;18 septembre 2024;2024-09-18 13:33:38+02:00;506
10;10-2;10D;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20160420;;True;10;18 septembre 2024;2024-09-18 13:33:38+02:00;741
48;48-1;48B;Bornicat - Aerop. St Ex. - Gare Routiere;Aller;34321;34323;Bornicat;St Ex. - Gare Routière;BUS;20190209;;True;48;18 septembre 2024;2024-09-18 13:33:38+02:00;727
47;47-1;47A;Meyzieu ZI –Aéroport Saint Exupéry – Maréchal Juin;Aller;31620;34355;Meyzieu Z.i.;Maréchal Juin;BUS;20190209;;True;47;18 septembre 2024;2024-09-18 13:33:38+02:00;725
48;48-2;48B;Aerop. St Ex. - Gare Routiere - Bornicat;Retour;34323;34321;St Ex. - Gare Routière;Bornicat;BUS;20190209;;True;48;18 septembre 2024;2024-09-18 13:33:38+02:00;728
49;49-1;49A;Perrache - Ste Foy Chatelain;Aller;30977;11363;Perrache;Sainte-Foy Châtelain;BUS;20180101;;True;49;18 septembre 2024;2024-09-18 13:33:38+02:00;507
49;49-2;49A;Ste Foy Chatelain - Perrache;Retour;11363;30977;Sainte-Foy Châtelain;Perrache;BUS;20180101;;True;49;18 septembre 2024;2024-09-18 13:33:38+02:00;508
1E;1E-1;1EX;Colombier Saugnieu Les Salines - Grange Blanche;Aller;34351;10524;Colombier-Saugn. Salines;Grange Blanche;BUS;20180101;;True;1E;18 septembre 2024;2024-09-18 13:33:38+02:00;742
1E;1E-2;1EX;Grange Blanche - Colombier Saugnieu Les Salines;Retour;10524;34351;Grange Blanche;Colombier-Saugn. Salines;BUS;20180101;;True;1E;18 septembre 2024;2024-09-18 13:33:38+02:00;743
31;31-2;31A;Gare de Vaise - Cite Edouard Herriot;Aller;10487;10249;Gare de Vaise-G.Collomb;Cité Edouard Herriot;BUS;20180101;;True;31;18 septembre 2024;2024-09-18 13:33:38+02:00;480
50;50-1;50A;St Priest Hôtel de Ville - La Fouillouse/La Fouillouse Acacias;Aller;11337;20363;St Priest Hôtel de Ville;La Fouillouse;BUS;20180101;;True;50;18 septembre 2024;2024-09-18 13:33:38+02:00;509
50;50-2;50A;La Fouillouse Acacias/La Fouillouse - St Priest Hôtel de Ville;Retour;20363;11337;La Fouillouse;St Priest Hôtel de Ville;BUS;20180101;;True;50;18 septembre 2024;2024-09-18 13:33:38+02:00;510
54;54-1;54B;Gare de Venissieux - Z.A. Chapotin;Aller;20487;34649;Gare de Vénissieux;Z.A. Chapotin;BUS;20280823;;False;54;18 septembre 2024;2024-09-18 13:33:38+02:00;513
21;21-8;21A;Gare de Vaise - St Germain Gare via Echangeur Sans Souci;Aller;10487;11313;Gare de Vaise-G.Collomb;St Germain Gare;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;455
54;54-2;54B;Z.A Chapotin - Gare de Venissieux;Retour;34649;20487;Z.A. Chapotin;Gare de Vénissieux;BUS;20280823;;False;54;18 septembre 2024;2024-09-18 13:33:38+02:00;514
55;55-1;55B;Perrache - Campus Lyon Ouest;Aller;30977;33574;Perrache;Campus Lyon Ouest;BUS;20200903;;True;55;18 septembre 2024;2024-09-18 13:33:38+02:00;515
55;55-2;55B;Campus Lyon Ouest - Perrache;Retour;33574;30977;Campus Lyon Ouest;Perrache;BUS;20200903;;True;55;18 septembre 2024;2024-09-18 13:33:38+02:00;516
21;21-9;21A;St Germain Gare - Gare de Vaise via Echangeur Sans Souci;Retour;11313;10487;St Germain Gare;Gare de Vaise-G.Collomb;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;462
57;57-1;57A;Laurent Bonnevay - Vaulx Marcel Cachin/Décines Grand Large;Aller;10716;31610;Laurent Bonnevay;Décines Grand Large;BUS;20180101;;True;57;18 septembre 2024;2024-09-18 13:33:38+02:00;517
57;57-2;57A;Décines Grand Large/Vaulx  Marcel Cachin - Laurent Bonnevay;Retour;31610;10716;Décines Grand Large;Laurent Bonnevay;BUS;20180101;;True;57;18 septembre 2024;2024-09-18 13:33:38+02:00;518
60;60-13;60A;Debourg - Feyzin Chateau de l'Isle via Chambaud;Aller;20202;10435;Debourg;Feyzin Château de l'Isle;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;867
60;60-11;60A;Debourg - Feyzin Chateau de l'Isle via Port;Aller;20202;10435;Debourg;Feyzin Château de l'Isle;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;866
30;30-3;30B;St-Pierre-de-Chandieu - Rajat - St Priest Jules Ferry;Aller;34339;31140;St-P.de-Chandieu - Rajat;St-Priest Jules Ferry;BUS;20190209;;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;718
60;60-9;60A;Debourg - Feyzin Les Razes via Chambaud;Aller;20202;10437;Debourg;Feyzin Les Razes;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;868
60;60-7;60A;Debourg - Feyzin Les Razes via Port;Aller;20202;10437;Debourg;Feyzin Les Razes;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;869
38;38-1;38B;Gare Part-Dieu V.Merle - Caluire - Pl. Bascule;Aller;11064;33190;Gare Part-Dieu V.Merle;Caluire - Pl. Bascule;BUS;20260421;;True;38;18 septembre 2024;2024-09-18 13:33:38+02:00;491
60;60-10;60A;Feyzin Les Razes - Debourg via Chambaud;Retour;10437;20202;Feyzin Les Razes;Debourg;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;870
60;60-14;60A;Feyzin Chateau de l'Isle - Debourg via Chambaud;Retour;10435;20202;Feyzin Château de l'Isle;Debourg;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;872
60;60-12;60A;Feyzin Chateau de l'Isle - Debourg via Port;Retour;10435;20202;Feyzin Château de l'Isle;Debourg;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;871
38;38-2;38B;Caluire - Pl. Bascule - Gare Part-Dieu V.Merle;Retour;33190;11064;Caluire - Pl. Bascule;Gare Part-Dieu V.Merle;BUS;20260421;;True;38;18 septembre 2024;2024-09-18 13:33:38+02:00;492
27;27-2;27A;Villeurbanne Centre - Vieux Lyon;Retour;33593;20167;Villeurbanne Centre;Vieux Lyon;BUS;20180101;;True;27;18 septembre 2024;2024-09-18 13:33:38+02:00;474
29;29-3;29A;Meyzieu Z.i. - RN6 - A. Pare;Aller;31620;10723;Meyzieu Z.i.;R.N.6 - A. Pare;BUS;20180309;;True;29;18 septembre 2024;2024-09-18 13:33:38+02:00;477
60;60-8;60A;Feyzin Les Razes - Debourg via Port;Retour;10437;20202;Feyzin Les Razes;Debourg;BUS;20180324;;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;873
30;30-1;30B;St-Pierre-de-Chandieu - Rajat - St Priest Jules Ferry;Aller;34339;31140;St-P.de-Chandieu - Rajat;St-Priest Jules Ferry;BUS;20190209;;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;719
64;64-2;64A;St Fons Semard - Jean Mace;Retour;11785;10593;St Fons Semard;Jean Macé;BUS;20251119;;True;64;18 septembre 2024;2024-09-18 13:33:38+02:00;730
30;30-2;30B;St Priest Jules Ferry - St-Pierre-de-Chandieu - Rajat;Retour;31140;34339;St-Priest Jules Ferry;St-P.de-Chandieu - Rajat;BUS;20190209;;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;722
65;65-2;65B;Charcot - La Source - Gorge de Loup;Retour;30071;10513;Charcot - La Source;Gorge de Loup;BUS;20300320;;True;65;18 septembre 2024;2024-09-18 13:33:38+02:00;531
66;66-1;66B;St Just - Champagne Ecoles;Aller;11319;30637;St Just;Champagne Ecoles;BUS;20300320;;True;66;18 septembre 2024;2024-09-18 13:33:38+02:00;535
67;67-5;67A;Laurent Bonnevay - Meyzieu Z.i.;Aller;10716;31620;Laurent Bonnevay;Meyzieu Z.i.;BUS;20300821;;True;67;18 septembre 2024;2024-09-18 13:33:38+02:00;766
67;67-6;67A;Meyzieu Z.i. - Laurent Bonnevay;Retour;31620;10716;Meyzieu Z.i.;Laurent Bonnevay;BUS;20300821;;True;67;18 septembre 2024;2024-09-18 13:33:38+02:00;767
68;68-1;68B;Vaulx-en-Velin La Soie - Les Grandes Terres;Aller;31760;10805;Vaulx-en-Velin La Soie;Chassieu Grandes Terres;BUS;20180101;;True;68;18 septembre 2024;2024-09-18 13:33:38+02:00;541
68;68-2;68B;Les Grandes Terres - Vaulx-en-Velin La Soie;Retour;10805;31760;Chassieu Grandes Terres;Vaulx-en-Velin La Soie;BUS;20180101;;True;68;18 septembre 2024;2024-09-18 13:33:38+02:00;542
31;31-3;31A;Cite Edouard Herriot - Gare de Vaise;Retour;10249;10487;Cité Edouard Herriot;Gare de Vaise-G.Collomb;BUS;20180101;;True;31;18 septembre 2024;2024-09-18 13:33:38+02:00;482
69;69-5;69A;Manufacture Montluc - College du Tonkin;Aller;10905;10259;Manufacture Montluc;Collège B. Tavernier;BUS;20190224;;True;69;18 septembre 2024;2024-09-18 13:33:38+02:00;856
69;69-6;69A;College du Tonkin - Manufacture Montluc;Retour;10259;10905;Collège B. Tavernier;Manufacture Montluc;BUS;20190224;;True;69;18 septembre 2024;2024-09-18 13:33:38+02:00;857
70;70-2;70A;Neuville - Gare Part-Dieu Vivier Merle;Retour;11014;11064;Neuville;Gare Part-Dieu V.Merle;BUS;20180101;;True;70;18 septembre 2024;2024-09-18 13:33:38+02:00;546
43;43-2;43A;Gare de Vaise - Genay Proulieu;Aller;10487;30087;Gare de Vaise-G.Collomb;Genay Proulieu;BUS;20180101;;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;498
71;71-1;71A;Gare de Vaise - Ecoles de Collonges;Aller;10487;30694;Gare de Vaise-G.Collomb;Ecoles de Collonges;BUS;20180101;;True;71;18 septembre 2024;2024-09-18 13:33:38+02:00;547
71;71-2;71A;Ecoles de Collonges - Gare de Vaise;Retour;30694;10487;Ecoles de Collonges;Gare de Vaise-G.Collomb;BUS;20180101;;True;71;18 septembre 2024;2024-09-18 13:33:38+02:00;549
43;43-5;43A;Genay Proulieu - Gare de Vaise;Retour;30087;10487;Genay Proulieu;Gare de Vaise-G.Collomb;BUS;20180101;;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;502
45;45-1;45B;Croix-Rousse - Valdo;Aller;11119;11411;Croix-Rousse;Valdo;BUS;20300320;;True;45;18 septembre 2024;2024-09-18 13:33:38+02:00;503
ZI3;ZI3-1;ZI3A;Vaulx-en-Velin La Soie - Z.I. Vaulx-en-Velin Est;Aller;31760;33644;Vaulx-en-Velin La Soie;Z.I. Vaulx-en-Velin Est;BUS;20180101;;True;Z I3;18 septembre 2024;2024-09-18 13:33:38+02:00;663
72;72-1;72D;Gorge de Loup - Val Fontaine;Aller;10513;30001;Gorge de Loup;Val Fontaine;BUS;20230201;;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;551
72;72-4;72D;Marcy l'Etoile - Gorge de Loup;Retour;10910;10513;Marcy l'Etoile;Gorge de Loup;BUS;20230201;;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;556
72;72-5;72D;Val Fontaine - Gorge de Loup;Retour;30001;10513;Val Fontaine;Gorge de Loup;BUS;20230201;;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;554
73;73-1;73D;Gorge de Loup - Brindas Centre;Aller;10513;10117;Gorge de Loup;Brindas Centre;BUS;20190701;;True;73;18 septembre 2024;2024-09-18 13:33:38+02:00;557
79;79-1;79A;La Borelle - Décines Grand Large;Aller;10630;31610;La Borelle;Décines Grand Large;BUS;20180101;;True;79;18 septembre 2024;2024-09-18 13:33:38+02:00;565
79;79-2;79A;Décines Grand Large - La Borelle;Retour;31610;10630;Décines Grand Large;La Borelle;BUS;20180101;;True;79;18 septembre 2024;2024-09-18 13:33:38+02:00;566
80;80-2;80A;Givors Vallée du Gier - Grigny La Colombe;Retour;31687;31650;Givors Vallée du Gier;Grigny La Colombe;BUS;20180101;;True;80;18 septembre 2024;2024-09-18 13:33:38+02:00;568
85;85-4;85A;Meyzieu Centre Aquatique - Decines Grand Large;Retour;34478;31610;Meyzieu Centre Aquatique;Décines Grand Large;BUS;20280823;;True;85;18 septembre 2024;2024-09-18 13:33:38+02:00;818
81;81-2;81A;Collège Paul Vallon - Plateau de Montrond;Retour;31730;31704;Collège Paul Vallon;Plateau de Montrond;BUS;20180101;;True;81;18 septembre 2024;2024-09-18 13:33:38+02:00;570
84;84-1;84A;Gare de Vaise - Neuville;Aller;10487;11014;Gare de Vaise-G.Collomb;Neuville;BUS;20180101;;True;84;18 septembre 2024;2024-09-18 13:33:38+02:00;573
86;86-1;86A;Gorge de Loup - La Tour-de-Salvagny Chambettes;Aller;10513;33631;Gorge de Loup;Tour Salvagny Chambettes;BUS;20180101;;True;86;18 septembre 2024;2024-09-18 13:33:38+02:00;577
86;86-2;86A;La Tour-de-Salvagny Chambettes - Gorge de Loup;Retour;33631;10513;Tour Salvagny Chambettes;Gorge de Loup;BUS;20180101;;True;86;18 septembre 2024;2024-09-18 13:33:38+02:00;578
87;87-1;87A;Gare de Vénissieux - Mions Bourdelle;Aller;20487;31582;Gare de Vénissieux;Mions Bourdelle;BUS;20180101;;True;87;18 septembre 2024;2024-09-18 13:33:38+02:00;579
87;87-2;87A;Mions Bourdelle - Gare de Vénissieux;Retour;31582;20487;Mions Bourdelle;Gare de Vénissieux;BUS;20180101;;True;87;18 septembre 2024;2024-09-18 13:33:38+02:00;580
88;88-1;88C;Gare d'Oullins - Hopital Lyon Sud;Aller;34269;10565;Gare d'Oullins;St-Genis-Laval Hôp. Sud;BUS;20211023;;False;88;18 septembre 2024;2024-09-18 13:33:38+02:00;581
88;88-2;88C;Hopital Lyon Sud - Gare d'Oullins;Retour;10565;34269;St-Genis-Laval Hôp. Sud;Gare d'Oullins;BUS;20211023;;False;88;18 septembre 2024;2024-09-18 13:33:38+02:00;582
89;89-3;89D;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;20300821;;True;89;18 septembre 2024;2024-09-18 13:33:38+02:00;768
89;89-4;89D;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20300821;;True;89;18 septembre 2024;2024-09-18 13:33:38+02:00;769
90;90-1;90B;Valmy - Place Ferber - Ste Foy Chatelain.;Aller;34451;30867;Valmy - Place Ferber;Ste Foy Châtelain.;BUS;20300320;;True;90;18 septembre 2024;2024-09-18 13:33:38+02:00;586
90;90-2;90B;Ste Foy Chatelain. - Valmy - Place Ferber;Retour;30867;34451;Ste Foy Châtelain.;Valmy - Place Ferber;BUS;20300320;;True;90;18 septembre 2024;2024-09-18 13:33:38+02:00;585
70;70-1;70A;Gare Part-Dieu Vivier Merle - Neuville;Aller;11064;11014;Gare Part-Dieu V.Merle;Neuville;BUS;20180101;;True;70;18 septembre 2024;2024-09-18 13:33:38+02:00;545
93;93-3;93A;Hopital Feyzin Venissieux - Parc Technologique;Aller;32811;33573;Hôp. Feyzin Vénissieux;Parc Technologique;BUS;20190701;;True;93;18 septembre 2024;2024-09-18 13:33:38+02:00;589
93;93-4;93A;Parc Technologique - Hopital Feyzin Venissieux;Retour;33573;32811;Parc Technologique;Hôp. Feyzin Vénissieux;BUS;20190701;;True;93;18 septembre 2024;2024-09-18 13:33:38+02:00;590
95;95-1;95A;Meyzieu Parc du Grand Large - Jonage Château des Marres;Aller;33772;10603;Meyzieu Parc Grand Large;Jonage Chât. des Marres;BUS;20180101;;True;95;18 septembre 2024;2024-09-18 13:33:38+02:00;591
95;95-2;95A;Jonage Château des Marres - Meyzieu Parc du Grand Large;Retour;10603;33772;Jonage Chât. des Marres;Meyzieu Parc Grand Large;BUS;20180101;;True;95;18 septembre 2024;2024-09-18 13:33:38+02:00;592
97;97-1;97A;Montanay Les Dîmes - Neuville;Aller;10975;11014;Montanay Les Dîmes;Neuville;BUS;20180101;;True;97;18 septembre 2024;2024-09-18 13:33:38+02:00;595
97;97-5;97A;Neuville - Montanay Les Dîmes;Retour;11014;10975;Neuville;Montanay Les Dîmes;BUS;20180101;;True;97;18 septembre 2024;2024-09-18 13:33:38+02:00;596
64;64-1;64A;Jean Mace - St Fons Semard;Aller;10593;11785;Jean Macé;St Fons Semard;BUS;20251119;;True;64;18 septembre 2024;2024-09-18 13:33:38+02:00;729
10E;10E-1;10E;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;20160420;;True;10E;18 septembre 2024;2024-09-18 13:33:38+02:00;744
77;77-2;77A;Pont de Fontaines - Montessuy Gutenberg;Retour;11169;10987;Pont de Fontaines;Montessuy Gutenberg;BUS;20180101;;True;77;18 septembre 2024;2024-09-18 13:33:38+02:00;562
111;111-1;111A;Parilly - Jacques Prévert;Aller;20491;20233;Parilly;Jacques Prévert;BUS;20180101;;True;111;18 septembre 2024;2024-09-18 13:33:38+02:00;601
98;98-4;98G;Ecole Veterinaire - Gorge de Loup;Retour;10393;10513;Ecole Vétérinaire;Gorge de Loup;BUS;20260824;;True;98;18 septembre 2024;2024-09-18 13:33:38+02:00;885
111;111-2;111A;Jacques Prévert - Parilly;Retour;20233;20491;Jacques Prévert;Parilly;BUS;20180101;;True;111;18 septembre 2024;2024-09-18 13:33:38+02:00;602
112;112-1;112A;Parilly - Corbas Rue du Midi;Aller;20491;10284;Parilly;Corbas Rue du Midi;BUS;20180101;;True;112;18 septembre 2024;2024-09-18 13:33:38+02:00;603
112;112-2;112A;Corbas Rue du Midi - Parilly;Retour;10284;20491;Corbas Rue du Midi;Parilly;BUS;20180101;;True;112;18 septembre 2024;2024-09-18 13:33:38+02:00;604
78;78-2;78C;Gare de  Givors Ville - Hopital Lyon Sud;Retour;31742;10565;Gare de  Givors Ville;St-Genis-Laval Hôp. Sud;BUS;20211023;;False;78;18 septembre 2024;2024-09-18 13:33:38+02:00;564
BRT1;BRT1-3;321A;Gare Part-Dieu V.Merle - INSA - Einstein;Aller;11064;31028;Gare Part-Dieu V.Merle;INSA - Einstein;BUS;20240807;;True;BRT1;18 septembre 2024;2024-09-18 13:33:38+02:00;890
BRT1;BRT1-4;321A;INSA - Einstein - Gare Part-Dieu V.Merle;Retour;31028;11064;INSA - Einstein;Gare Part-Dieu V.Merle;BUS;20240807;;True;BRT1;18 septembre 2024;2024-09-18 13:33:38+02:00;891
BRT4;BRT4-1;329A;La Borelle - Hop. Feyzin Venissieux;Aller;10630;32811;La Borelle;Hôp. Feyzin Vénissieux;BUS;20190624;;True;BRT4;18 septembre 2024;2024-09-18 13:33:38+02:00;892
BRT4;BRT4-2;329A;Hop. Feyzin Venissieux - La Borelle;Retour;32811;10630;Hôp. Feyzin Vénissieux;La Borelle;BUS;20190624;;True;BRT4;18 septembre 2024;2024-09-18 13:33:38+02:00;893
115;115-3;115A;Gare de Vaise - Lissieu - Montluzin;Aller;10487;10995;Gare de Vaise-G.Collomb;Lissieu - Montluzin;BUS;20230106;;True;115;18 septembre 2024;2024-09-18 13:33:38+02:00;821
115;115-4;115A;Lissieu - Montluzin - Gare de Vaise;Retour;10995;10487;Lissieu - Montluzin;Gare de Vaise-G.Collomb;BUS;20230106;;True;115;18 septembre 2024;2024-09-18 13:33:38+02:00;822
118;118-1;118A;Gare de Vaise - Lissieu Le Bois Dieu;Aller;10487;33760;Gare de Vaise-G.Collomb;Bois Dieu;BUS;20180101;;True;118;18 septembre 2024;2024-09-18 13:33:38+02:00;605
114;114-2;114;Hopital Lyon Sud - Gare de Givors Ville;Retour;31682;10565;Gare de Givors Ville;St-Genis-Laval Hôp. Sud;BUS;20211002;;False;114;18 septembre 2024;2024-09-18 13:33:38+02:00;838
118;118-2;118A;Lissieu Le Bois Dieu - Gare de Vaise;Retour;33760;10487;Bois Dieu;Gare de Vaise-G.Collomb;BUS;20180101;;True;118;18 septembre 2024;2024-09-18 13:33:38+02:00;606
119;119-1;119;Gare d'Oullins - Charly Chemin du repos;Aller;34269;34684;Gare d'Oullins;Charly Chemin du repos;BUS;20211023;;False;119;18 septembre 2024;2024-09-18 13:33:38+02:00;839
119;119-2;119;Charly Chemin du repos - Gare d'Oullins;Retour;34684;34269;Charly Chemin du repos;Gare d'Oullins;BUS;20211023;;False;119;18 septembre 2024;2024-09-18 13:33:38+02:00;840
122;122-1;122;Messimy - Boiron - Parc activites la Tour;Aller;40005;33791;Messimy - Boiron;Parc activités la Tour;BUS;20260824;;False;122;18 septembre 2024;2024-09-18 13:33:38+02:00;896
122;122-2;122;Parc activites la Tour - Messimy - Boiron;Retour;33791;40005;Parc activités la Tour;Messimy - Boiron;BUS;20260824;;False;122;18 septembre 2024;2024-09-18 13:33:38+02:00;897
142;142-1;142A;Gorge de Loup - Ecole Veterinaire;Aller;10513;10393;Gorge de Loup;Ecole Vétérinaire;BUS;20180309;;True;142;18 septembre 2024;2024-09-18 13:33:38+02:00;607
142;142-2;142A;Ecole Veterinaire - Gorge de Loup;Retour;10393;10513;Ecole Vétérinaire;Gorge de Loup;BUS;20180309;;True;142;18 septembre 2024;2024-09-18 13:33:38+02:00;608
145;145-1;145;Hopital Lyon Sud - Barolles Gendarmerie;Aller;10565;12255;St-Genis-Laval Hôp. Sud;Barolles Gendarmerie;BUS;20211023;;False;145;18 septembre 2024;2024-09-18 13:33:38+02:00;843
145;145-2;145;Barolles Gendarmerie - Hopital Lyon Sud;Retour;12255;10565;Barolles Gendarmerie;St-Genis-Laval Hôp. Sud;BUS;20211023;;False;145;18 septembre 2024;2024-09-18 13:33:38+02:00;844
147;147-3;147;Terres Plates - Grezieu - Montolvet;Aller;32170;34197;Terres Plates;Grézieu - Montolvet;BUS;20230106;;True;147;18 septembre 2024;2024-09-18 13:33:38+02:00;823
