materiau;dossier;insee;source;gid;lon;lat
bois;True;69029;Open Street Map;6024;4,9051044;45,7228198
bois,métal;False;69385;Open Street Map;6025;4,8221841;45,7522661
;;69266;Open Street Map;6026;4,8884295;45,7759831
;;69279;Open Street Map;6027;5,047504;45,7960454
;;69168;Open Street Map;6028;4,8334778;45,8390758
pierre;False;69382;Open Street Map;6029;4,8317993999999995;45,7584137
bois,métal;True;69386;Open Street Map;6030;4,8450006;45,7769561
bois;True;69388;Open Street Map;6031;4,8793456;45,7295959
;;69259;Open Street Map;6032;4,8801413;45,6941675
;True;69034;Open Street Map;6033;4,8489205;45,7951254
bois;True;69256;Open Street Map;6034;4,9170476999999995;45,7768792
;True;69256;Open Street Map;6035;4,9254083;45,756763
;True;69382;Open Street Map;6036;4,8285583;45,7507972
bois;True;69259;Open Street Map;6037;4,8991394;45,7145043
;True;69386;Open Street Map;6038;4,8500108;45,7774282
;;69259;Open Street Map;6039;4,8554303;45,7267584
;True;69266;Open Street Map;6040;4,8966577000000004;45,7603651
béton;True;69383;Open Street Map;6041;4,8820898;45,7439397
bois;True;69388;Open Street Map;6042;4,8749256;45,7346889
bois,métal;True;69381;Open Street Map;6043;4,83603;45,7656672
pierre;False;69383;Open Street Map;6044;4,8404629;45,7607099
;;69385;Open Street Map;6045;4,7959175;45,7633563
bois;True;69388;Open Street Map;6046;4,8853447;45,7314242
pierre;False;69383;Open Street Map;6047;4,8405557;45,7610027
bois,métal;True;69381;Open Street Map;6048;4,8362625;45,7706501
;True;69383;Open Street Map;6049;4,8477726;45,7561312
bois;True;69034;Open Street Map;6050;4,8682448;45,7988158
bois,métal;True;69386;Open Street Map;6051;4,8567291;45,7849931
bois;True;69388;Open Street Map;6052;4,8767106;45,7325892
;False;69259;Open Street Map;6053;4,8578588;45,7268156
pierre;False;69384;Open Street Map;6054;4,8130896;45,7748468
;True;69383;Open Street Map;6055;4,851776;45,7611699
;True;69389;Open Street Map;6056;4,8052908;45,7755869
béton;False;69383;Open Street Map;6057;4,8768782999999996;45,7478119
;True;69388;Open Street Map;6058;4,8698767;45,7286787
bois,béton;True;69386;Open Street Map;6059;4,8547515;45,7808345
bois;False;69290;Open Street Map;6060;4,9231023;45,7074673
métal;True;69259;Open Street Map;6061;4,8859338999999995;45,7193428
;True;69068;Open Street Map;6062;4,8321451;45,845845
béton;False;69259;Open Street Map;6063;4,8921276;45,7174601
bois,métal;True;69384;Open Street Map;6064;4,8318832;45,7749826
pierre;False;69383;Open Street Map;6065;4,8406152;45,7614396
;;69266;Open Street Map;6066;4,9189758;45,7568452
pierre;False;69382;Open Street Map;6067;4,8318107999999995;45,7571879
;True;69382;Open Street Map;6068;4,8281291;45,7510886
béton;;69034;Open Street Map;6069;4,8395340000000004;45,781602
bois,métal;True;69385;Open Street Map;6070;4,8274939;45,7601314
bois,métal;True;69384;Open Street Map;6071;4,8256975;45,7739534
;True;69386;Open Street Map;6072;4,8531379;45,7823246
pierre;False;69384;Open Street Map;6073;4,8128027;45,7748622
;True;69259;Open Street Map;6074;4,8628768;45,7237667
;;69384;Open Street Map;6075;4,8208741;45,773175
;True;69029;Open Street Map;6076;4,8958375;45,7223751
béton;True;69383;Open Street Map;6077;4,881955;45,7439186
;True;69259;Open Street Map;6078;4,9029594;45,7170871
bois;True;69386;Open Street Map;6079;4,8509354;45,7644922
boismarc_averly;True;69029;Open Street Map;6080;4,9000408;45,7219721
bois,métal;True;69382;Open Street Map;6081;4,8314913;45,7571467
;False;69383;Open Street Map;6082;4,8518684;45,7607696
pierre;False;69382;Open Street Map;6083;4,8305175;45,7583016
bois;True;69266;Open Street Map;6084;4,8639738;45,7796058
pierre;False;69384;Open Street Map;6085;4,8130847;45,7748075
bois,métal;True;69386;Open Street Map;6086;4,8571428;45,7848557
bois,béton;True;69386;Open Street Map;6087;4,8448638;45,7662411
;True;69386;Open Street Map;6088;4,8463237;45,7771381
;True;69386;Open Street Map;6089;4,8586735;45,7671152
bois;True;69383;Open Street Map;6090;4,8790548;45,7435101
bois;False;69290;Open Street Map;6091;4,9422618;45,691197
bois;True;69386;Open Street Map;6092;4,8574456999999995;45,7656308
;True;69034;Open Street Map;6093;4,8473518;45,7941321
bois;True;69383;Open Street Map;6094;4,8418375000000005;45,7609481
bois,métal;True;69386;Open Street Map;6095;4,8553559;45,784745
bois;True;69029;Open Street Map;6096;4,9039766;45,7466693
béton;True;69029;Open Street Map;6097;4,9040892;45,7222265
bois,métal;True;69384;Open Street Map;6098;4,8317934000000005;45,7747547
;True;69383;Open Street Map;6099;4,8766791;45,7486546
bois,métal;True;69386;Open Street Map;6100;4,8424091;45,7681679
pierre;;69386;Open Street Map;6101;4,8416031;45,7683902
bois;True;69383;Open Street Map;6102;4,8947876;45,7480943
bois;True;69383;Open Street Map;6103;4,8616943;45,7604874
béton;True;69383;Open Street Map;6104;4,8835622999999995;45,7420168
;;69266;Open Street Map;6105;4,8705275;45,7830345
bois,métal;True;69386;Open Street Map;6106;4,8430143;45,7723039
;;69046;Open Street Map;6107;4,796846;45,6465431
pierre;False;69384;Open Street Map;6108;4,8126543;45,7748668
bois,métal;True;69384;Open Street Map;6109;4,8300356;45,7749979
;;69383;Open Street Map;6110;4,8943456;45,7479271
;;69256;Open Street Map;6111;4,9163003;45,784586
bois;True;69266;Open Street Map;6112;4,8836012;45,7593895
béton;True;69383;Open Street Map;6113;4,8818336;45,7445579
bois,métal;True;69386;Open Street Map;6114;4,8447683;45,7782098
béton;True;69386;Open Street Map;6115;4,8496951;45,7819188
bois,métal;True;69382;Open Street Map;6116;4,8319103;45,7598767
pierre;False;69382;Open Street Map;6117;4,8315145;45,7572727
pierre;False;69386;Open Street Map;6118;4,8413115;45,7685168
;;69071;Open Street Map;6119;4,813347;45,8680744
;;69266;Open Street Map;6120;4,8740476;45,7819814
bois,métal;False;69384;Open Street Map;6121;4,8114465;45,7757884
béton;False;69383;Open Street Map;6122;4,8757678;45,7482574
;True;69259;Open Street Map;6123;4,8643543;45,6929033
;True;69382;Open Street Map;6124;4,828504;45,7506961
bois;True;69256;Open Street Map;6125;4,9268319;45,7770345
bois,métal;True;69382;Open Street Map;6126;4,8310744;45,7571224
bois;False;69381;Open Street Map;6127;4,8264659;45,7716887
bois;True;69388;Open Street Map;6128;4,8690581;45,7330236
béton;False;69386;Open Street Map;6129;4,8416817;45,7691552
;True;69266;Open Street Map;6130;4,8657996;45,7732258
pierre;False;69386;Open Street Map;6131;4,842216;45,7685564
bois,métal;True;69386;Open Street Map;6132;4,8519718;45,7837184
;True;69266;Open Street Map;6133;4,8965117;45,7604675
bois;True;69256;Open Street Map;6134;4,9198766;45,7707774
bois;True;69386;Open Street Map;6135;4,8478875;45,7643557
bois,béton;True;69386;Open Street Map;6136;4,8562359;45,7830941
bois,métal;False;69385;Open Street Map;6137;4,8126182;45,7581898
bois;True;69384;Open Street Map;6138;4,8302829;45,7773708
bois,métal;False;69385;Open Street Map;6139;4,8221009;45,7521912
bois;True;69259;Open Street Map;6140;4,8993252;45,7183555
;False;69386;Open Street Map;6141;4,8515179;45,782183
bois;True;69383;Open Street Map;6142;4,8790848;45,7435023
;True;69088;Open Street Map;6143;4,8542967;45,8321923
;;69286;Open Street Map;6144;4,8846121;45,8047304
bois,béton;True;69386;Open Street Map;6145;4,8567441;45,7819733
;;69259;Open Street Map;6146;4,858999;45,72483
bois;True;69266;Open Street Map;6147;4,8866086;45,7584445
pierre;False;69386;Open Street Map;6148;4,8413165;45,7684899
;;69034;Open Street Map;6149;4,8530116;45,8005616
bois,métal;True;69386;Open Street Map;6150;4,8560277;45,7849445
béton;;69029;Open Street Map;6151;4,923459;45,7440284
bois,béton;True;69382;Open Street Map;6152;4,832111;45,7571877
pierre;False;69382;Open Street Map;6153;4,8321231000000004;45,7584232
;True;69388;Open Street Map;6154;4,8697843;45,7286827
bois;True;69259;Open Street Map;6155;4,8987443;45,721217
;True;69383;Open Street Map;6156;4,8774569;45,7487894
;;69069;Open Street Map;6157;4,7236901;45,7466684
;;69256;Open Street Map;6158;4,9165149;45,7854128
bois,métal;False;69386;Open Street Map;6159;4,8574312;45,7847585
béton;True;69383;Open Street Map;6160;4,8839311;45,7442911
bois;True;69256;Open Street Map;6161;4,9099937;45,7858023
bois,métal;True;69386;Open Street Map;6162;4,8426327;45,7681941
;;69382;Open Street Map;6163;4,8169658;45,7404126
bois,métal;False;69385;Open Street Map;6164;4,8283279;45,7666383
;True;69386;Open Street Map;6165;4,8584823;45,7672525
;True;69383;Open Street Map;6166;4,85749;45,7599816
;True;69386;Open Street Map;6167;4,8467467;45,7783108
pierre;False;69382;Open Street Map;6168;4,8333894;45,7579759
;True;69034;Open Street Map;6169;4,8471718;45,7940561
;True;69266;Open Street Map;6170;4,8963122;45,7602149
;;69389;Open Street Map;6171;4,7934502;45,7838145
bois;True;69259;Open Street Map;6172;4,8794077;45,7145926
bois,métal;True;69384;Open Street Map;6173;4,8297053;45,7748701
;True;69259;Open Street Map;6174;4,9027392;45,7173946
bois;;69034;Open Street Map;6175;4,849422;45,7946681
bois;True;69256;Open Street Map;6176;4,9291964;45,7771975
bois;True;69290;Open Street Map;6177;4,9464695;45,7000226
bois,métal;True;69386;Open Street Map;6178;4,8467014;45,7803808
bois;True;69383;Open Street Map;6179;4,8788189;45,743361
;True;69383;Open Street Map;6180;4,8521167;45,7593289
bois,métal;False;69384;Open Street Map;6181;4,8113812;45,7757758
bois,métal;False;69386;Open Street Map;6182;4,8574777000000005;45,7847569
bois;False;69387;Open Street Map;6183;4,8313967;45,7308917
béton;False;69276;Open Street Map;6184;4,8551044999999995;45,6674533
bois;True;69385;Open Street Map;6185;4,8254035;45,7577969
pierre;False;69382;Open Street Map;6186;4,8326109;45,7567551
bois;True;69266;Open Street Map;6187;4,898889;45,7656991
bois,béton;True;69386;Open Street Map;6188;4,8549;45,7842901
bois;False;69256;Open Street Map;6189;4,9237024;45,7778966
pierre;False;69382;Open Street Map;6190;4,8298375;45,7572909
;;69259;Open Street Map;6191;4,8806135;45,6942048
pierre;False;69034;Open Street Map;6192;4,8414569;45,7794762
bois;True;69256;Open Street Map;6193;4,9215667;45,7782605
béton;True;69383;Open Street Map;6194;4,8841712;45,7449949
pierre;False;69384;Open Street Map;6195;4,8399959;45,7766338
bois;True;69276;Open Street Map;6196;4,8608226;45,6749621
bois;True;69381;Open Street Map;6197;4,8262133;45,7716802
béton;False;69383;Open Street Map;6198;4,8769909;45,7478334
;True;69266;Open Street Map;6199;4,8957618;45,7603569
bois,métal;True;69386;Open Street Map;6200;4,8417694000000004;45,7681086
bois;True;69266;Open Street Map;6201;4,8834596999999995;45,7593427
béton;True;69383;Open Street Map;6202;4,8453543;45,7622621
;;69389;Open Street Map;6203;4,7934689;45,7838865
;;69256;Open Street Map;6204;4,9275985;45,7871297
;;69279;Open Street Map;6205;5,0432664;45,7940189
;True;69386;Open Street Map;6206;4,8535196;45,7742285
béton;True;69383;Open Street Map;6207;4,8451414;45,7633352
bois;True;69259;Open Street Map;6208;4,9030023;45,7147791
bois,métal;True;69382;Open Street Map;6209;4,8309071;45,7572864
;True;69387;Open Street Map;6210;4,8238272;45,7276053
;True;69088;Open Street Map;6211;4,8631089;45,821178
bois,métal;True;69386;Open Street Map;6212;4,8539933;45,7853877
;;69256;Open Street Map;6213;4,9276765;45,7876876
béton;True;69199;Open Street Map;6214;4,8595137;45,7045662
bois,métal;True;69381;Open Street Map;6215;4,8326805;45,7729528
bois;True;69143;Open Street Map;6216;4,8314898;45,8803243
;;69266;Open Street Map;6217;4,9192437;45,7567687
;False;69383;Open Street Map;6218;4,8516638;45,7612638
pierre;False;69384;Open Street Map;6219;4,8130637;45,7748005
bois;True;69276;Open Street Map;6220;4,8604712;45,6743427
bois;True;69388;Open Street Map;6221;4,8760924;45,7323973
bois;True;69259;Open Street Map;6222;4,8977357999999995;45,7159637
bois,métal;False;69385;Open Street Map;6223;4,8202555;45,766738
;;69034;Open Street Map;6224;4,8520473;45,8000638
pierre;False;69383;Open Street Map;6225;4,8405463;45,7613137
bois;True;69256;Open Street Map;6226;4,9204066;45,7706539
;;69256;Open Street Map;6227;4,9271902;45,7875048
pierre;False;69382;Open Street Map;6228;4,8321793;45,7571609
bois,métal;True;69386;Open Street Map;6229;4,8571431;45,7848271
bois;True;69029;Open Street Map;6230;4,8970915;45,7243196
;True;69068;Open Street Map;6231;4,8303669;45,8453862
bois,métal;True;69384;Open Street Map;6232;4,8299467;45,7750371
;True;69266;Open Street Map;6233;4,8766204;45,7716238
bois;True;69266;Open Street Map;6234;4,870102;45,7827849
;True;69266;Open Street Map;6235;4,8661823;45,7737374
pierre;False;69382;Open Street Map;6236;4,8303516;45,7577512
métal;True;69091;Open Street Map;6237;4,7746261;45,586346
;True;69259;Open Street Map;6238;4,864693;45,6925611
;;69388;Open Street Map;6239;4,8706363;45,7279637
;;69266;Open Street Map;6240;4,8810369;45,7732563
bois;True;69266;Open Street Map;6241;4,8867407;45,7583729
pierre;False;69382;Open Street Map;6242;4,830379;45,7575702
;True;69034;Open Street Map;6243;4,8491956;45,7949298
pierre;False;69382;Open Street Map;6244;4,8301873;45,7575123
bois;True;69275;Open Street Map;6245;4,9673397999999995;45,7758077
bois,métal;False;69385;Open Street Map;6246;4,828459;45,7665471
béton;True;69383;Open Street Map;6247;4,8847237;45,7437127
bois;True;69387;Open Street Map;6248;4,8366977;45,7470262
bois;True;69388;Open Street Map;6249;4,8611511;45,7465943
bois;False;69256;Open Street Map;6250;4,9237211;45,7778502
;False;69152;Open Street Map;6251;4,8372701;45,6979986
pierre;False;69383;Open Street Map;6252;4,8408242999999995;45,7634427
;True;69266;Open Street Map;6253;4,876734;45,7719257
;True;69259;Open Street Map;6254;4,8958828;45,716282
pierre;False;69383;Open Street Map;6255;4,8407547;45,7625024
bois;False;69381;Open Street Map;6256;4,8264456;45,7716776
bois;True;69388;Open Street Map;6257;4,8852208;45,7320245
béton;True;69029;Open Street Map;6258;4,9041178;45,7220612
;;69383;Open Street Map;6259;4,8712998;45,7591129
pierre;False;69383;Open Street Map;6260;4,8454232;45,7567868
béton;False;69386;Open Street Map;6261;4,8419485;45,7691823
bois;True;69259;Open Street Map;6262;4,9027877;45,7172142
pierre;;69283;Open Street Map;6263;4,9702039;45,6599924
bois;False;69290;Open Street Map;6264;4,9435821;45,692394
bois;True;69256;Open Street Map;6265;4,9215251;45,7782078
métal;True;69383;Open Street Map;6266;4,8810115;45,7424979
bois;True;69383;Open Street Map;6267;4,8789383;45,7435339
bois;True;69029;Open Street Map;6268;4,8982621;45,7482211
;;69384;Open Street Map;6269;4,8314051;45,7774918
;;69383;Open Street Map;6270;4,8774339;45,7522809
béton;True;69383;Open Street Map;6271;4,8811322;45,7442818
;;69259;Open Street Map;6272;4,8585056;45,7248712
bois,métal;True;69385;Open Street Map;6273;4,8270021;45,7598441
bois,métal;True;69381;Open Street Map;6274;4,8328786;45,7733217
;;69384;Open Street Map;6275;4,8207064;45,7732714
;;69034;Open Street Map;6276;4,8558017;45,8008712
pierre;False;69383;Open Street Map;6277;4,8404428;45,7605667
bois,métal;True;69381;Open Street Map;6278;4,8155588;45,7687157
métal;True;69276;Open Street Map;6279;4,8561955;45,6697577
;True;69034;Open Street Map;6280;4,8471233;45,7937815
bois;True;69383;Open Street Map;6281;4,8616849;45,7607429
;;69383;Open Street Map;6282;4,8773908;45,7521867
bois;True;69388;Open Street Map;6283;4,8789318;45,7411432
;True;69383;Open Street Map;6284;4,8519656;45,7603481
;;69384;Open Street Map;6285;4,8325921;45,7773756
béton;True;69029;Open Street Map;6286;4,8976533;45,7451194
;True;69386;Open Street Map;6287;4,850908;45,7749218
;;69259;Open Street Map;6288;4,8882363;45,6979501
;True;69386;Open Street Map;6289;4,8584947;45,7672511
bois;True;69386;Open Street Map;6290;4,8574617;45,7657015
;True;69386;Open Street Map;6291;4,8582848;45,774812
bois;True;69388;Open Street Map;6292;4,8795393;45,7309438
bois;True;69034;Open Street Map;6293;4,8374651;45,7843277
béton;True;69199;Open Street Map;6294;4,8588994;45,7045051
pierre;False;69382;Open Street Map;6295;4,8334183;45,7580683
pierre;;69256;Open Street Map;6296;4,9175758;45,7890043
pierre;;69386;Open Street Map;6297;4,8415674;45,7685866
bois,béton;True;69386;Open Street Map;6298;4,8570531;45,7842983
bois,métal;True;69384;Open Street Map;6299;4,8298904;45,7749884
;True;69386;Open Street Map;6300;4,8471553;45,7787711
;;69034;Open Street Map;6301;4,8603852;45,8106155
béton;False;69276;Open Street Map;6302;4,8550611;45,6673154
;True;69034;Open Street Map;6303;4,842921;45,7969533
bois,béton;True;69386;Open Street Map;6304;4,8586205;45,7845546
;;69259;Open Street Map;6305;4,8775322;45,6961183
;True;69386;Open Street Map;6306;4,8498507;45,777386
;;69388;Open Street Map;6307;4,8709828;45,7279901
;True;69034;Open Street Map;6308;4,8473638999999995;45,7940639
bois;False;69387;Open Street Map;6309;4,8314135;45,7312228
bois,métal;True;69386;Open Street Map;6310;4,8449402;45,7769
;True;69168;Open Street Map;6311;4,8363686999999995;45,8439424
bois;True;69029;Open Street Map;6312;4,9039076999999995;45,722023
;True;69386;Open Street Map;6313;4,8574098;45,7828539
;;69266;Open Street Map;6314;4,8808962;45,7732032
;True;69386;Open Street Map;6315;4,8500765999999995;45,7804929
bois;False;69271;Open Street Map;6316;4,9571763;45,7251121
bois,béton;True;69386;Open Street Map;6317;4,8463516;45,7794211
bois,métal;True;69386;Open Street Map;6318;4,8516779;45,7835842
bois,béton;True;69382;Open Street Map;6319;4,8322749;45,7570638
bois,métal;False;69385;Open Street Map;6320;4,823651;45,7539997
bois;False;69034;Open Street Map;6321;4,850349;45,7936806
béton;True;69383;Open Street Map;6322;4,8820844;45,7433103
pierre;False;69382;Open Street Map;6323;4,8336396;45,7587598
béton;False;69266;Open Street Map;6324;4,8803799;45,7845393
;True;69386;Open Street Map;6325;4,8467575;45,7775251
pierre;False;69382;Open Street Map;6326;4,830481;45,7577553
bois;True;69384;Open Street Map;6327;4,8307718;45,7815903
bois;True;69256;Open Street Map;6328;4,9294959;45,7772781
;True;69266;Open Street Map;6329;4,8960566;45,7600645
;True;69286;Open Street Map;6330;4,8964731;45,8227572
;;69259;Open Street Map;6331;4,8882853;45,6982915
bois;True;69029;Open Street Map;6332;4,9038708;45,7229582
;True;69259;Open Street Map;6333;4,8974551;45,7218506
;;69266;Open Street Map;6334;4,9199106;45,7569634
pierre;False;69383;Open Street Map;6335;4,8407076;45,762541
;True;69081;Open Street Map;6336;4,7787316;45,7897993
bois;True;69259;Open Street Map;6337;4,9017951;45,7129691
;;69384;Open Street Map;6338;4,8201001;45,7793717
;;69266;Open Street Map;6339;4,9198968;45,7568824
bois;True;69034;Open Street Map;6340;4,8673725999999995;45,7990286
;False;69383;Open Street Map;6341;4,8520188;45,7600374
;True;69266;Open Street Map;6342;4,8961393;45,7601371
bois,métal;True;69381;Open Street Map;6343;4,8153861;45,7687122
;True;69068;Open Street Map;6344;4,8321769;45,8456885
bois,métal;True;69383;Open Street Map;6345;4,844859;45,7569592
bois;True;69290;Open Street Map;6346;4,9328158;45,7186189
;True;69029;Open Street Map;6347;4,8956616;45,7227908
pierre;False;69382;Open Street Map;6348;4,8317632;45,7572019
;True;69259;Open Street Map;6349;4,9045295;45,7162761
bois;True;69388;Open Street Map;6350;4,8678183;45,7447543
;False;69266;Open Street Map;6351;4,8660783;45,7734036
bois;False;69387;Open Street Map;6352;4,8314719;45,7306505
;;69384;Open Street Map;6353;4,8207256;45,7733685
bois,métal;True;69381;Open Street Map;6354;4,8154562;45,768733
bois;True;69383;Open Street Map;6355;4,8616909;45,7609422
;True;69259;Open Street Map;6356;4,9016526;45,7125186
bois,béton;True;69386;Open Street Map;6357;4,8578946;45,784545
;False;69384;Open Street Map;6358;4,813033;45,782179
bois,métal;True;69386;Open Street Map;6359;4,8422669;45,7679653
;True;69034;Open Street Map;6360;4,8425058;45,7965668
bois;True;69029;Open Street Map;6361;4,9072438;45,7240681
;True;69034;Open Street Map;6362;4,8403759;45,797466299999996
bois;True;69259;Open Street Map;6363;4,8852595999999995;45,7191593
bois;False;69256;Open Street Map;6364;4,9489673;45,79812
;True;69034;Open Street Map;6365;4,8489075;45,7943884
;True;69266;Open Street Map;6366;4,8965271999999995;45,760419
pierre;False;69384;Open Street Map;6367;4,8131731;45,7747933
bois,métal;False;69386;Open Street Map;6368;4,8497663;45,7824119
;;69266;Open Street Map;6369;4,8704792;45,7830228
bois,métal;True;69385;Open Street Map;6370;4,826276;45,7582045
pierre;False;69382;Open Street Map;6371;4,8317867;45,7571944
bois,métal;True;69382;Open Street Map;6372;4,8309888;45,7571828
;;69168;Open Street Map;6373;4,8333866;45,8395968
bois,métal;True;69386;Open Street Map;6374;4,8495596;45,7817873
;;69034;Open Street Map;6375;4,856049;45,8008813
béton;False;69383;Open Street Map;6376;4,8764511;45,748248
béton;True;69383;Open Street Map;6377;4,8849262;45,7417155
pierre;False;69382;Open Street Map;6378;4,8305779;45,7571454
;;69385;Open Street Map;6379;4,7962229;45,7623968
bois,béton;True;69386;Open Street Map;6380;4,8452283;45,766275
pierre;;69256;Open Street Map;6381;4,9173293;45,7892707
;;69385;Open Street Map;6382;4,8133307;45,7632498
bois;True;69029;Open Street Map;6383;4,8906098;45,7362305
;True;69386;Open Street Map;6384;4,8586565;45,7671237
;True;69266;Open Street Map;6385;4,8988508;45,7654637
bois;True;69256;Open Street Map;6386;4,9169669;45,7767857
bois;True;69256;Open Street Map;6387;4,917198;45,776689
;False;69384;Open Street Map;6388;4,8124552;45,7815505
;True;69259;Open Street Map;6389;4,8628412999999995;45,7238563
pierre;False;69382;Open Street Map;6390;4,833627;45,7574645
bois;True;69388;Open Street Map;6391;4,8718689;45,7380181
;;69384;Open Street Map;6392;4,8208592;45,7731698
bois;True;69259;Open Street Map;6393;4,8995961;45,721101
pierre;False;69382;Open Street Map;6394;4,8302355;45,7575915
;True;69383;Open Street Map;6395;4,8573702;45,7599722
;True;69256;Open Street Map;6396;4,9251473;45,7567364
bois;True;69029;Open Street Map;6397;4,8993223;45,7232928
pierre;False;69386;Open Street Map;6398;4,8549076;45,7811984
pierre;False;69382;Open Street Map;6399;4,8339861;45,7574322
bois,métal;False;69386;Open Street Map;6400;4,8555448;45,7851427
pierre;False;69386;Open Street Map;6401;4,8501198;45,7828659
bois,métal;False;69385;Open Street Map;6402;4,8261868;45,7582504
béton;False;69266;Open Street Map;6403;4,8804134;45,784616
;True;69386;Open Street Map;6404;4,8489553;45,7800155
bois;True;69383;Open Street Map;6405;4,8616842;45,760762
pierre;False;69384;Open Street Map;6406;4,8127001;45,7748274
;True;69256;Open Street Map;6407;4,9255463;45,7561142
bois,métal;True;69383;Open Street Map;6408;4,8451044;45,7571373
;True;69266;Open Street Map;6409;4,8658983;45,7733585
béton;True;69199;Open Street Map;6410;4,859082;45,7045987
bois,métal;True;69382;Open Street Map;6411;4,8306518;45,7572776
bois,métal;True;69385;Open Street Map;6412;4,8013682;45,7561329
;True;69386;Open Street Map;6413;4,8563037;45,7839018
bois,métal;False;69384;Open Street Map;6414;4,8115615;45,7758113
béton;False;69383;Open Street Map;6415;4,8773362;45,7476594
;True;69034;Open Street Map;6416;4,847048;45,7939372
;True;69068;Open Street Map;6417;4,8287946999999996;45,8430443
;True;69034;Open Street Map;6418;4,8426842;45,7906061
pierre;False;69382;Open Street Map;6419;4,8319464;45,758469
bois,métal;True;69386;Open Street Map;6420;4,8563026;45,7848488
bois;True;69266;Open Street Map;6421;4,8633274;45,779968
;False;69266;Open Street Map;6422;4,8736608;45,7824781
bois;True;69383;Open Street Map;6423;4,8795603;45,7433088
bois;True;69256;Open Street Map;6424;4,912639;45,787963
;True;69386;Open Street Map;6425;4,8584129;45,7763316
;True;69386;Open Street Map;6426;4,8501935;45,7814037
bois;True;69387;Open Street Map;6427;4,8301958;45,7303604
bois;True;69259;Open Street Map;6428;4,8990556;45,7189119
pierre;False;69382;Open Street Map;6429;4,8323975;45,7570941
;;69388;Open Street Map;6430;4,8706636;45,7280293
béton;False;69266;Open Street Map;6431;4,880404;45,7844832
;True;69382;Open Street Map;6432;4,8285811;45,7508599
;;69389;Open Street Map;6433;4,7934683;45,7838495
bois,béton;True;69386;Open Street Map;6434;4,8535715;45,7839544
pierre;False;69382;Open Street Map;6435;4,8326867;45,7569473
;;69256;Open Street Map;6436;4,9164892;45,785462
bois;True;69383;Open Street Map;6437;4,8947912;45,7481427
;;69384;Open Street Map;6438;4,8206340999999995;45,7731504
bois;;69034;Open Street Map;6439;4,8493702;45,7945425
béton;False;69259;Open Street Map;6440;4,8922278;45,7177268
pierre;False;69382;Open Street Map;6441;4,8323208;45,7568104
;;69259;Open Street Map;6442;4,8805342;45,6940333
bois;True;69029;Open Street Map;6443;4,904298;45,7229722
bois,métal;True;69382;Open Street Map;6444;4,8311774;45,7572944
pierre;False;69382;Open Street Map;6445;4,8332637;45,7581097
;;69127;Open Street Map;6446;4,7268795;45,7897369
;True;69256;Open Street Map;6447;4,9266168;45,7567074
pierre;False;69290;Open Street Map;6448;4,9428519;45,6924254
;True;69383;Open Street Map;6449;4,8517921;45,7610248
bois,métal;True;69386;Open Street Map;6450;4,8566934;45,7814885
bois,béton;True;69386;Open Street Map;6451;4,8468784;45,779981
bois,métal;True;69381;Open Street Map;6452;4,8380198;45,7736352
;True;69256;Open Street Map;6453;4,9252853;45,7560882
;True;69266;Open Street Map;6454;4,8963517;45,7603206
;;69384;Open Street Map;6455;4,8210426;45,7733644
;;69276;Open Street Map;6456;4,8661496;45,6880557
;True;69293;Open Street Map;6457;4,8725860999999995;45,8370905
bois;False;69256;Open Street Map;6458;4,9200651;45,7707675
pierre;True;69383;Open Street Map;6459;4,8451313;45,7568269
béton;True;69266;Open Street Map;6460;4,8697577;45,7844359
béton;True;69029;Open Street Map;6461;4,9053588999999995;45,7228011
;;69259;Open Street Map;6462;4,8801749;45,6940603
béton;True;69029;Open Street Map;6463;4,9039379;45,7221245
;;69259;Open Street Map;6464;4,8805037;45,6944249
;True;69386;Open Street Map;6465;4,8587636;45,7831912
bois,béton;True;69382;Open Street Map;6466;4,8316495;45,757315
bois;True;69068;Open Street Map;6467;4,8287752;45,84478
béton;False;69383;Open Street Map;6468;4,8756994;45,7482639
bois;True;69383;Open Street Map;6469;4,8790861;45,7432457
;True;69034;Open Street Map;6470;4,8488766;45,7946393
bois,métal;True;69386;Open Street Map;6471;4,8448683;45,7768349
bois,métal;True;69386;Open Street Map;6472;4,8567731;45,7848684
pierre;False;69034;Open Street Map;6473;4,8414707;45,7794985
pierre;False;69382;Open Street Map;6474;4,831486;45,7575192
;False;69088;Open Street Map;6475;4,8463209;45,8330046
bois,métal;True;69386;Open Street Map;6476;4,8560812;45,7849485
bois,métal;True;69383;Open Street Map;6477;4,844959;45,7569143
;True;69386;Open Street Map;6478;4,8579650999999995;45,7671389
bois;True;69266;Open Street Map;6479;4,8836173;45,759338
métal;True;69388;Open Street Map;6480;4,8832415000000005;45,7218732
bois,métal;True;69382;Open Street Map;6481;4,8299804;45,7592107
bois;True;69259;Open Street Map;6482;4,8799747;45,7169536
béton;False;69383;Open Street Map;6483;4,876659;45,7479696
béton;True;69383;Open Street Map;6484;4,8844984;45,7443885
bois;;69266;Open Street Map;6485;4,8696570999999995;45,7831692
bois,métal;True;69381;Open Street Map;6486;4,8280687;45,7681729
pierre;False;69383;Open Street Map;6487;4,8405477;45,7613343
;True;69029;Open Street Map;6488;4,9134903;45,723172
pierre;False;69382;Open Street Map;6489;4,8305644999999995;45,7568811
;True;69386;Open Street Map;6490;4,8582958;45,7672758
bois;False;69290;Open Street Map;6491;4,9558083;45,7212705
